stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
Goodison Park,2011-12-17,3.5,1.9,5.1,nan,nan,305.0,15.6,nan,1009.0,nan
Goodison Park,2011-12-21,11.1,5.7,13.7,nan,nan,278.0,16.6,nan,1016.4,nan
Goodison Park,2012-01-04,7.3,5.4,9.8,nan,nan,269.0,29.4,nan,1009.2,nan
Goodison Park,2012-01-21,9.2,6.5,12.5,nan,nan,295.0,33.4,nan,1010.5,nan
Goodison Park,2012-01-31,-0.4,-4.9,1.9,nan,nan,nan,7.3,nan,1028.4,nan
Goodison Park,2012-02-11,0.4,-0.9,1.8,nan,nan,158.0,13.6,nan,nan,nan
Goodison Park,2012-03-10,11.6,10.4,14.8,nan,nan,292.0,18.2,nan,1036.0,nan
Goodison Park,2012-03-21,8.2,1.4,11.1,nan,nan,nan,8.5,nan,1034.4,nan
Goodison Park,2012-03-31,8.9,4.2,10.8,nan,nan,13.0,11.0,nan,1021.6,nan
Goodison Park,2012-04-09,8.5,6.6,10.3,nan,nan,218.0,11.8,nan,992.1,nan
Goodison Park,2012-04-28,7.3,5.2,10.7,nan,nan,nan,15.8,nan,1020.5,nan
Goodison Park,2012-05-13,10.8,7.4,15.0,nan,nan,248.0,26.4,nan,1028.1,nan
Goodison Park,2012-08-20,16.6,11.3,22.3,nan,nan,221.0,9.7,nan,nan,nan
Goodison Park,2012-09-17,12.1,8.3,15.8,nan,nan,220.0,16.2,nan,1009.7,nan
Goodison Park,2012-09-29,10.5,8.4,13.9,nan,nan,258.0,15.8,nan,1016.6,nan
Goodison Park,2012-10-28,7.8,4.5,9.8,nan,nan,236.0,13.4,nan,1012.0,nan
Goodison Park,2012-11-10,5.9,1.2,10.4,nan,nan,206.0,7.8,nan,996.3,nan
Goodison Park,2012-11-24,2.3,-1.6,6.2,nan,nan,nan,6.4,nan,1010.3,nan
Goodison Park,2012-11-28,4.2,0.8,6.2,nan,nan,330.0,12.4,nan,1018.2,nan
Goodison Park,2012-12-09,7.6,5.3,8.5,nan,nan,292.0,21.4,nan,1019.2,nan
Goodison Park,2012-12-26,6.8,3.9,9.4,nan,nan,227.0,17.1,nan,999.1,nan
Goodison Park,2012-12-30,7.3,4.4,11.0,nan,nan,232.0,28.6,nan,1002.9,nan
Goodison Park,2013-01-12,2.0,-1.6,3.5,nan,nan,nan,10.5,nan,1014.2,nan
Goodison Park,2013-01-30,8.3,5.9,9.9,nan,nan,240.0,24.5,nan,1002.1,nan
Goodison Park,2013-02-02,2.6,-0.3,5.0,nan,nan,307.0,12.9,nan,1018.9,nan
Goodison Park,2013-03-02,2.6,-3.9,7.6,nan,nan,nan,5.4,nan,1028.6,nan
Goodison Park,2013-03-16,4.3,3.1,8.0,nan,nan,197.0,9.5,nan,991.7,nan
Goodison Park,2013-03-30,1.5,-2.9,6.3,nan,nan,nan,7.5,nan,1014.1,nan
Goodison Park,2013-04-13,7.7,0.9,11.6,nan,nan,150.0,16.3,nan,1006.3,nan
Goodison Park,2013-04-27,6.5,2.9,9.9,nan,nan,319.0,16.2,nan,1018.1,nan
Goodison Park,2013-05-12,9.8,6.8,12.6,nan,nan,242.0,17.8,nan,1011.7,nan
Goodison Park,2013-08-24,15.1,11.7,17.6,nan,nan,309.0,14.1,nan,nan,nan
Goodison Park,2013-09-14,11.9,9.4,15.3,nan,nan,308.0,13.2,nan,1017.5,nan
Goodison Park,2013-09-30,14.3,11.1,17.3,nan,nan,116.0,10.8,nan,1007.6,nan
Goodison Park,2013-10-19,13.5,10.3,17.4,nan,nan,150.0,15.9,nan,1001.3,nan
Goodison Park,2013-11-03,6.9,4.1,10.1,nan,nan,234.0,14.1,nan,995.2,nan
Goodison Park,2013-11-23,2.6,-2.8,6.6,nan,nan,nan,4.4,nan,1027.2,nan
Goodison Park,2013-11-30,6.9,4.2,8.7,nan,nan,304.0,11.6,nan,1029.6,nan
Goodison Park,2013-12-14,8.5,3.8,12.5,nan,nan,187.0,24.5,nan,1014.5,nan
Goodison Park,2013-12-26,1.8,-2.2,5.6,nan,nan,162.0,12.3,nan,991.1,nan
Goodison Park,2013-12-29,4.6,1.1,7.5,nan,nan,203.0,14.9,nan,1010.6,nan
Goodison Park,2014-01-11,3.8,-1.8,6.7,nan,nan,258.0,11.2,nan,1017.6,nan
Goodison Park,2014-02-01,5.1,1.1,7.7,nan,nan,197.0,27.3,nan,980.7,nan
Goodison Park,2014-03-01,3.4,-1.5,8.0,nan,nan,148.0,7.9,nan,1001.6,nan
Goodison Park,2014-03-15,10.6,7.8,12.5,nan,nan,294.0,18.8,nan,1027.3,nan
Goodison Park,2014-04-06,13.0,9.1,15.8,nan,nan,179.0,21.3,nan,1006.6,nan
Goodison Park,2014-04-16,8.9,0.9,16.2,nan,nan,167.0,12.9,nan,1025.7,nan
Goodison Park,2014-04-20,8.2,0.7,14.0,nan,nan,354.0,12.8,nan,1011.9,nan
Goodison Park,2014-05-03,8.6,1.2,13.1,nan,nan,157.0,11.0,nan,1028.5,nan
Goodison Park,2014-08-23,12.0,8.9,15.6,nan,nan,281.0,15.1,nan,nan,nan
Goodison Park,2014-08-30,15.3,12.8,17.9,nan,nan,276.0,13.5,nan,1013.3,nan
Goodison Park,2014-09-21,11.4,5.0,17.5,nan,nan,nan,4.9,nan,1025.9,nan
Goodison Park,2014-10-18,16.6,14.4,19.5,nan,nan,159.0,19.6,nan,1003.9,nan
Goodison Park,2014-11-01,12.8,8.3,14.5,nan,nan,180.0,17.9,nan,1008.9,nan
Goodison Park,2014-11-22,9.4,6.7,14.0,nan,nan,176.0,10.6,nan,1010.7,nan
Goodison Park,2014-12-03,1.1,-2.7,6.8,nan,nan,nan,3.8,nan,1027.4,nan
Goodison Park,2014-12-15,5.5,3.7,6.8,nan,nan,228.0,11.6,nan,1010.1,nan
Goodison Park,2014-12-26,2.0,-0.1,4.8,nan,nan,148.0,11.9,nan,1021.8,nan
Goodison Park,2015-01-10,8.1,3.3,13.5,nan,nan,259.0,31.3,nan,1010.3,nan
Goodison Park,2015-01-19,0.0,-2.7,2.6,nan,nan,311.0,5.0,nan,1014.7,nan
Goodison Park,2015-02-07,2.1,-2.6,4.6,nan,nan,nan,7.1,nan,1039.2,nan
Goodison Park,2015-02-22,3.6,-0.4,9.0,nan,nan,193.0,20.2,nan,996.9,nan
Goodison Park,2015-03-15,5.5,2.2,7.9,nan,nan,30.0,12.4,nan,1031.6,nan
Goodison Park,2015-04-04,8.6,6.7,11.3,nan,nan,316.0,14.3,nan,1024.0,nan
Goodison Park,2015-04-18,7.7,-1.3,14.6,nan,nan,nan,11.1,nan,1030.0,nan
Goodison Park,2015-05-09,9.9,6.8,11.7,nan,nan,264.0,13.0,nan,1013.0,nan
Goodison Park,2015-05-24,11.3,7.1,13.3,nan,nan,293.0,13.0,nan,1019.9,nan
Goodison Park,2015-08-08,16.6,8.2,23.9,nan,nan,206.0,8.7,nan,1022.6,nan
Goodison Park,2015-08-23,16.8,11.9,22.6,nan,nan,174.0,9.4,nan,1001.4,nan
Goodison Park,2015-09-12,13.4,8.8,16.8,nan,nan,173.0,14.7,nan,1005.3,nan
Goodison Park,2015-10-17,9.7,8.1,11.7,nan,nan,338.0,9.3,nan,1024.3,nan
Goodison Park,2015-11-21,3.8,1.7,5.1,nan,nan,325.0,21.0,nan,1011.3,nan
Goodison Park,2015-12-07,10.9,7.2,14.2,nan,nan,152.0,17.0,nan,1018.1,nan
Goodison Park,2015-12-28,10.4,9.6,11.7,nan,nan,135.0,22.9,nan,1011.1,nan
Goodison Park,2016-01-03,6.2,3.9,8.0,nan,nan,156.0,12.3,nan,987.5,nan
Goodison Park,2016-01-24,12.1,9.0,14.6,nan,nan,175.0,18.8,nan,1020.7,nan
Goodison Park,2016-02-03,5.2,2.3,7.8,nan,nan,268.0,18.8,nan,1020.4,nan
Goodison Park,2016-02-13,3.4,1.3,5.3,nan,nan,83.0,13.1,nan,989.8,nan
Goodison Park,2016-03-05,4.8,2.6,6.6,nan,nan,325.0,17.4,nan,1003.9,nan
Goodison Park,2016-03-19,6.3,5.3,7.8,nan,nan,34.0,10.3,nan,1029.2,nan
Goodison Park,2016-04-16,5.1,2.3,7.8,nan,nan,335.0,16.1,nan,1006.3,nan
Goodison Park,2016-04-30,6.4,3.3,9.3,nan,nan,273.0,13.4,nan,1020.9,nan
Goodison Park,2016-05-15,8.7,2.0,12.8,nan,nan,299.0,11.8,nan,1023.0,nan
Goodison Park,2016-08-13,16.9,14.3,18.3,nan,nan,281.0,16.2,nan,1021.6,nan
Goodison Park,2016-08-27,14.3,7.8,18.6,nan,nan,135.0,7.5,nan,1017.3,nan
Goodison Park,2016-09-17,14.3,9.6,16.8,nan,nan,320.0,14.0,nan,1023.0,nan
Goodison Park,2016-09-30,11.5,7.1,15.8,nan,nan,208.0,12.7,nan,1009.7,nan
Goodison Park,2016-10-30,11.1,9.8,11.8,nan,nan,180.0,6.4,nan,1030.0,nan
Goodison Park,2016-11-19,3.6,0.6,6.8,nan,nan,201.0,10.6,nan,997.4,nan
Goodison Park,2016-12-04,1.1,-2.1,6.1,nan,nan,154.0,5.9,nan,1025.6,nan
Goodison Park,2016-12-13,7.6,5.3,10.8,nan,nan,159.0,11.0,nan,1016.7,nan
Goodison Park,2016-12-19,5.3,2.2,7.8,nan,nan,197.0,2.6,nan,1027.6,nan
Goodison Park,2017-02-04,3.7,0.1,8.7,nan,nan,175.0,14.1,nan,994.3,nan
Goodison Park,2017-02-25,9.6,6.3,12.1,nan,nan,190.0,22.6,nan,1006.5,nan
Goodison Park,2017-03-11,10.1,7.6,12.6,nan,nan,162.0,11.1,nan,1015.8,nan
Goodison Park,2017-03-18,12.3,11.1,14.2,nan,nan,273.0,18.5,nan,1007.6,nan
Goodison Park,2017-04-09,11.2,4.3,19.8,nan,nan,219.0,13.7,nan,1018.9,nan
Goodison Park,2017-04-15,8.7,6.2,11.3,nan,nan,285.0,15.3,nan,1018.4,nan
Goodison Park,2017-04-30,12.1,9.1,16.2,nan,nan,129.0,19.1,nan,1001.8,nan
Goodison Park,2017-05-12,12.6,9.2,16.1,nan,nan,143.0,9.8,nan,995.4,nan
Goodison Park,2017-08-12,15.7,12.1,18.6,nan,nan,283.0,15.7,nan,1015.7,nan
Goodison Park,2017-09-09,13.0,11.3,15.6,nan,nan,281.0,16.1,nan,997.0,nan
Goodison Park,2017-09-23,13.4,8.3,17.1,nan,nan,150.0,13.3,nan,1018.3,nan
Goodison Park,2017-10-01,15.1,12.6,18.7,nan,nan,184.0,16.4,nan,1005.9,nan
Goodison Park,2017-10-22,10.7,9.2,12.6,nan,nan,280.0,23.5,nan,1010.0,nan
Goodison Park,2017-11-05,6.4,4.8,8.7,nan,nan,279.0,11.7,nan,1014.7,nan
Goodison Park,2017-11-29,4.0,-0.2,6.1,nan,nan,326.0,13.5,nan,1014.7,nan
Goodison Park,2017-12-02,7.2,4.7,9.3,nan,nan,306.0,10.1,nan,1026.8,nan
Goodison Park,2017-12-18,3.3,-0.3,9.1,nan,nan,168.0,6.3,nan,1029.4,nan
Goodison Park,2017-12-23,7.4,2.1,10.8,nan,nan,212.0,13.0,nan,1031.5,nan
Goodison Park,2018-01-01,6.5,5.2,8.3,nan,nan,253.0,20.1,nan,995.9,nan
Goodison Park,2018-01-20,1.7,-0.9,3.8,nan,nan,204.0,8.0,nan,nan,nan
Goodison Park,2018-01-31,5.3,3.3,7.8,nan,nan,253.0,21.4,nan,1001.3,nan
Goodison Park,2018-02-10,6.1,-1.4,11.6,nan,nan,195.0,18.5,nan,1004.6,nan
Goodison Park,2018-03-10,8.8,5.3,12.7,nan,nan,163.0,12.6,nan,990.9,nan
Goodison Park,2018-03-31,5.1,4.1,6.6,nan,nan,347.0,16.6,nan,1001.2,nan
Goodison Park,2018-04-07,8.0,5.8,10.1,nan,nan,308.0,7.5,nan,1005.8,nan
Goodison Park,2018-04-23,11.1,8.3,13.8,nan,nan,225.0,17.8,nan,1012.7,nan
Goodison Park,2018-05-05,12.7,6.1,20.3,nan,nan,268.0,9.0,nan,1024.9,nan
Goodison Park,2018-08-18,18.8,16.1,22.7,nan,nan,213.0,17.0,nan,1017.4,nan
Goodison Park,2018-09-01,15.6,7.8,22.8,nan,nan,173.0,10.8,nan,1023.2,nan
Goodison Park,2018-09-16,15.2,10.7,18.6,nan,nan,220.0,15.1,nan,1014.4,nan
Goodison Park,2018-09-29,8.3,1.1,16.1,nan,nan,200.0,8.9,24.1,1028.0,nan
Goodison Park,2018-10-21,11.2,6.3,16.1,nan,nan,223.0,10.8,46.0,1028.3,nan
Goodison Park,2018-11-03,10.9,7.7,13.2,nan,nan,158.0,22.2,50.0,1015.2,nan
Goodison Park,2018-11-24,6.4,5.1,8.2,nan,nan,5.0,6.1,20.4,1013.3,nan
Goodison Park,2018-12-05,6.0,3.6,8.1,nan,nan,162.0,11.6,31.5,1011.3,nan
Goodison Park,2018-12-10,7.6,5.8,9.1,nan,nan,268.0,11.1,27.8,1026.2,nan
Goodison Park,2018-12-23,5.8,3.6,6.6,nan,nan,37.0,7.4,20.4,1017.9,nan
Goodison Park,2019-01-01,7.4,1.8,10.2,nan,nan,306.0,12.9,35.2,1036.6,nan
Goodison Park,2019-01-13,10.3,8.6,11.7,nan,nan,292.0,28.0,74.0,1014.3,nan
Goodison Park,2019-02-02,0.4,-4.1,3.7,nan,nan,320.0,9.7,35.2,1010.6,nan
Goodison Park,2019-02-06,5.8,0.7,9.2,nan,nan,179.0,11.2,25.9,1013.1,nan
Goodison Park,2019-03-03,7.7,4.3,10.8,nan,nan,201.0,18.0,63.0,991.7,nan
Goodison Park,2019-03-17,6.0,3.7,8.2,nan,nan,287.0,20.5,48.0,1004.1,nan
Goodison Park,2019-04-07,9.3,4.8,13.3,nan,nan,85.0,6.4,22.2,1009.7,nan
Goodison Park,2019-04-21,13.8,5.7,22.3,nan,nan,159.0,11.0,33.3,1020.0,nan
Goodison Park,2019-05-03,8.5,4.3,11.3,nan,nan,308.0,12.2,33.3,1015.8,nan
Goodison Park,2019-08-17,16.4,13.8,19.3,nan,nan,223.0,19.7,50.0,1000.8,nan
Goodison Park,2019-09-01,13.0,9.6,16.2,nan,nan,261.0,13.8,46.0,1017.3,nan
Goodison Park,2019-09-21,15.2,8.1,23.1,nan,nan,144.0,16.7,40.8,1011.5,nan
Goodison Park,2019-09-28,14.1,9.6,17.2,nan,nan,219.0,15.7,31.5,1003.2,nan
Goodison Park,2019-10-19,9.5,6.6,12.6,nan,nan,270.0,10.3,24.1,998.6,nan
Goodison Park,2019-11-03,7.7,2.7,11.8,nan,nan,293.0,5.8,20.4,979.9,nan
Goodison Park,2019-11-23,8.3,7.2,9.2,nan,nan,21.0,6.4,18.5,996.4,nan
Goodison Park,2019-12-07,9.6,8.3,10.8,nan,nan,222.0,15.8,65.0,1007.6,nan
Goodison Park,2019-12-21,4.6,2.7,6.8,nan,nan,160.0,10.3,25.9,976.1,nan
Goodison Park,2019-12-26,4.8,2.3,5.3,nan,nan,144.0,12.9,35.2,1015.6,nan
Goodison Park,2020-01-11,11.0,8.3,13.4,nan,nan,205.0,27.4,78.0,1015.3,nan
Goodison Park,2020-01-21,5.8,-0.6,8.1,nan,nan,326.0,4.7,16.7,1041.7,nan
Goodison Park,2020-02-08,7.8,4.2,11.1,nan,nan,190.0,21.8,63.0,1007.6,nan
Goodison Park,2020-03-01,5.3,1.6,7.6,nan,nan,230.0,22.6,72.0,982.7,nan
Goodison Park,2020-06-21,15.0,11.3,17.8,nan,nan,206.0,20.8,48.0,1013.3,nan
Goodison Park,2020-07-01,15.1,13.3,17.3,nan,nan,275.0,7.7,25.9,1003.8,nan
Goodison Park,2020-07-09,13.6,12.1,14.5,nan,nan,24.0,9.0,22.2,1011.8,nan
Goodison Park,2020-07-16,16.8,14.1,20.7,nan,nan,302.0,12.1,31.5,1020.3,nan
Goodison Park,2020-07-26,16.1,12.3,19.6,nan,nan,229.0,16.3,52.0,1007.3,nan
Goodison Park,2020-09-19,13.1,7.1,19.6,nan,nan,38.0,11.7,31.5,1022.3,nan
Goodison Park,2020-10-03,11.0,9.8,12.1,nan,nan,320.0,20.3,55.0,991.4,nan
Goodison Park,2020-10-17,8.1,3.3,10.3,nan,nan,299.0,4.6,16.7,1024.4,nan
Goodison Park,2020-11-07,6.4,1.3,9.2,nan,nan,157.0,12.5,29.6,1020.0,nan
Goodison Park,2020-11-28,4.1,-1.3,7.6,nan,nan,139.0,4.3,16.7,1019.3,nan
Goodison Park,2020-12-12,6.9,1.7,8.3,nan,nan,276.0,14.1,33.3,999.0,nan
Goodison Park,2020-12-19,8.5,6.3,11.7,nan,nan,167.0,17.8,54.0,997.8,nan
Goodison Park,2021-01-01,3.0,-0.6,5.1,nan,nan,317.0,10.2,24.1,1013.7,nan
Goodison Park,2021-01-27,6.4,2.6,9.6,nan,nan,170.0,6.6,24.1,1009.6,nan
Goodison Park,2021-01-30,2.9,-0.9,5.1,nan,nan,98.0,19.8,48.0,1000.5,nan
Goodison Park,2021-02-14,3.1,0.1,5.6,nan,nan,149.0,32.3,65.0,1017.1,nan
Goodison Park,2021-02-17,8.0,4.6,11.1,nan,nan,161.0,16.6,35.2,1002.9,nan
Goodison Park,2021-03-01,2.5,-1.3,7.6,nan,nan,163.0,12.3,27.8,1033.0,nan
Goodison Park,2021-03-13,5.9,3.8,8.1,nan,nan,270.0,23.2,61.0,992.0,nan
Goodison Park,2021-04-05,5.3,3.1,8.6,nan,nan,325.0,26.7,63.0,1020.8,nan
Goodison Park,2021-04-16,6.2,-0.9,12.8,nan,nan,148.0,8.2,24.1,1031.6,nan
Goodison Park,2021-05-01,5.8,-0.4,10.3,nan,nan,350.0,6.4,25.9,1017.9,nan
Goodison Park,2021-05-16,10.3,5.6,16.6,nan,nan,155.0,10.6,24.1,996.6,nan
Goodison Park,2021-05-19,9.7,3.1,13.8,nan,nan,297.0,11.4,33.3,1017.8,nan
Goodison Park,2021-08-14,15.7,14.6,17.7,nan,nan,263.0,7.0,25.9,1018.0,nan
Goodison Park,2021-09-13,14.3,12.3,16.8,nan,nan,130.0,8.2,27.8,1017.9,nan
Goodison Park,2021-09-25,18.2,15.5,21.6,nan,nan,180.0,7.4,20.4,1012.5,nan
Goodison Park,2021-10-17,13.6,10.6,17.3,nan,nan,166.0,14.7,27.8,1013.7,nan
Goodison Park,2021-10-23,10.3,8.3,12.3,nan,nan,163.0,14.5,35.2,1021.2,nan
Goodison Park,2021-11-07,10.1,7.5,11.2,nan,nan,280.0,18.9,50.0,1021.0,nan
Goodison Park,2021-12-01,6.4,0.8,10.3,nan,nan,312.0,20.7,59.0,1000.3,nan
Goodison Park,2021-12-06,4.1,0.7,7.9,nan,nan,211.0,15.7,31.5,1007.3,nan
Goodison Park,2022-01-02,10.0,8.8,11.1,nan,nan,195.0,14.4,50.0,1005.3,nan
Goodison Park,2022-01-22,6.8,5.9,7.6,nan,nan,287.0,9.9,22.2,1037.5,nan
Goodison Park,2022-02-12,7.0,4.6,9.6,nan,0.0,174.0,24.5,59.0,1014.0,nan
Goodison Park,2022-02-26,5.3,1.5,9.6,nan,0.0,159.0,19.5,53.0,1025.3,nan
Goodison Park,2022-03-13,8.4,5.3,11.3,nan,0.0,162.0,24.9,58.0,1002.5,nan
Goodison Park,2022-03-17,7.7,0.5,12.5,nan,0.0,229.0,13.9,54.0,1029.2,nan
Goodison Park,2022-04-09,6.1,1.4,9.5,0.4,0.0,303.0,14.7,40.0,1015.6,nan
Goodison Park,2022-04-20,10.6,2.9,16.5,0.0,nan,44.0,8.9,31.0,1018.6,nan
Goodison Park,2022-05-01,10.8,7.6,13.9,3.2,nan,179.0,8.9,24.0,1021.9,nan
Goodison Park,2022-05-15,14.8,10.5,20.5,1.6,nan,137.0,13.1,50.0,1015.3,nan
Goodison Park,2022-05-19,13.5,7.8,19.1,0.0,nan,226.0,9.1,28.0,1017.4,nan
Goodison Park,2022-08-06,14.7,9.2,18.9,0.0,nan,317.0,9.5,35.0,1029.4,nan
Goodison Park,2022-08-20,18.0,13.9,22.1,0.0,nan,216.0,22.1,57.0,1014.1,nan
Goodison Park,2022-09-03,18.2,14.9,21.4,0.0,nan,157.0,14.7,44.0,1007.3,nan
Goodison Park,2022-09-18,13.6,11.4,15.6,0.0,0.0,298.0,14.6,42.0,1022.4,nan
Goodison Park,2022-10-09,9.7,3.4,15.3,0.6,0.0,155.0,14.1,38.0,1014.2,nan
Goodison Park,2022-10-22,13.7,10.8,16.1,0.0,0.0,167.0,14.3,37.0,1004.5,nan
Goodison Park,2022-11-05,8.6,4.2,13.1,3.4,nan,178.0,12.2,40.0,1009.1,nan
Goodison Park,2022-12-26,4.9,2.6,7.6,1.6,nan,245.0,14.4,65.0,1012.6,nan
Goodison Park,2023-01-03,6.5,-0.9,13.2,2.0,nan,164.0,18.3,53.0,1011.2,nan
Goodison Park,2023-01-14,6.4,4.2,8.9,3.0,nan,228.0,18.1,48.0,995.0,nan
Goodison Park,2023-02-04,8.8,6.3,10.3,0.2,nan,224.0,12.0,55.0,1036.7,nan
Goodison Park,2023-02-18,11.6,9.8,13.1,0.4,nan,253.0,18.1,58.0,1018.0,nan
Goodison Park,2023-02-25,3.9,1.5,6.3,0.0,nan,350.0,11.9,35.0,1021.7,nan
Goodison Park,2023-03-11,1.0,-2.9,4.9,11.4,nan,155.0,14.1,40.0,1007.4,nan
Goodison Park,2023-04-03,5.2,-0.7,11.4,0.0,nan,154.0,12.7,41.0,1030.5,nan
Goodison Park,2023-04-15,8.0,0.7,14.0,0.2,nan,330.0,6.5,23.0,1019.1,nan
Goodison Park,2023-04-27,7.6,4.5,10.0,0.4,nan,139.0,13.0,37.0,1013.9,nan
Goodison Park,2023-05-14,11.8,6.2,18.2,0.2,nan,209.0,9.1,29.0,1020.7,nan
Goodison Park,2023-05-28,14.3,11.5,17.1,0.0,nan,322.0,13.4,33.0,1026.0,nan
St Mary's Stadium,1992-08-15,15.7,11.7,18.3,0.0,nan,196.0,6.2,nan,1017.0,nan
St Mary's Stadium,1992-08-24,15.8,13.5,17.2,13.0,nan,nan,8.9,nan,1012.1,nan
St Mary's Stadium,1992-08-29,13.4,9.1,16.9,nan,nan,251.0,10.1,nan,1005.7,nan
St Mary's Stadium,1992-09-12,13.1,10.2,16.3,3.0,nan,204.0,6.3,nan,1024.1,nan
St Mary's Stadium,1992-09-19,15.8,14.0,18.5,nan,nan,268.0,6.8,nan,1018.5,nan
St Mary's Stadium,1992-10-17,1.7,-5.4,10.1,nan,nan,nan,5.8,nan,1004.2,nan
St Mary's Stadium,1992-10-31,4.5,-0.5,10.4,0.0,nan,261.0,0.8,nan,1021.6,nan
St Mary's Stadium,1992-11-22,12.7,11.6,13.5,1.5,nan,245.0,13.4,nan,1014.3,nan
St Mary's Stadium,1992-12-05,3.7,1.0,8.0,0.3,nan,251.0,3.0,nan,998.3,nan
St Mary's Stadium,1992-12-12,7.5,3.9,11.8,nan,nan,nan,8.2,nan,1021.2,nan
St Mary's Stadium,1992-12-28,1.7,0.0,5.1,nan,nan,58.0,8.8,nan,1038.4,nan
St Mary's Stadium,1993-01-16,10.5,9.1,11.7,0.5,nan,216.0,16.3,nan,1020.9,nan
St Mary's Stadium,1993-01-30,6.7,4.9,8.0,0.0,nan,nan,3.3,nan,1024.9,nan
St Mary's Stadium,1993-02-10,3.5,2.9,4.3,nan,nan,65.0,7.3,nan,1030.5,nan
St Mary's Stadium,1993-02-13,5.8,4.7,7.9,nan,nan,89.0,5.0,nan,1034.2,nan
St Mary's Stadium,1993-02-27,2.7,-0.1,3.9,nan,10.0,349.0,14.0,nan,1022.5,nan
St Mary's Stadium,1993-03-13,7.6,1.0,11.8,nan,nan,nan,nan,nan,nan,nan
St Mary's Stadium,1993-03-24,6.3,1.9,11.2,0.0,nan,305.0,7.6,nan,1030.9,nan
St Mary's Stadium,1993-04-10,7.4,3.1,11.1,nan,nan,nan,4.9,nan,1008.1,nan
St Mary's Stadium,1993-04-17,11.7,8.8,16.1,0.5,nan,265.0,9.1,nan,1018.6,nan
St Mary's Stadium,1993-05-01,13.4,7.9,18.1,nan,nan,nan,nan,nan,nan,nan
St Mary's Stadium,1993-08-14,16.4,10.3,21.8,0.0,nan,nan,6.6,nan,1013.4,nan
St Mary's Stadium,1993-08-25,13.3,7.5,17.9,0.0,nan,317.0,5.1,nan,1022.1,nan
St Mary's Stadium,1993-08-28,14.3,9.9,19.2,0.0,nan,nan,4.8,nan,1027.0,nan
St Mary's Stadium,1993-09-11,12.9,7.6,17.4,4.1,nan,nan,2.2,nan,1006.4,nan
St Mary's Stadium,1993-10-02,11.7,9.6,13.9,19.1,nan,328.0,9.8,nan,987.8,nan
St Mary's Stadium,1993-10-24,8.3,6.7,9.9,nan,nan,14.0,11.8,nan,1031.4,nan
St Mary's Stadium,1993-11-06,8.6,7.6,9.9,0.0,nan,25.0,10.3,nan,1009.6,nan
St Mary's Stadium,1993-11-29,3.7,1.8,7.0,nan,nan,120.0,19.9,nan,1019.5,nan
St Mary's Stadium,1993-12-08,8.2,3.4,11.5,5.1,nan,232.0,35.2,nan,997.9,nan
St Mary's Stadium,1993-12-11,4.1,1.3,7.1,2.0,nan,269.0,24.6,nan,1012.3,nan
St Mary's Stadium,1993-12-27,-2.1,-6.4,4.2,nan,1100.0,nan,1.5,nan,nan,nan
St Mary's Stadium,1994-01-01,3.5,0.5,6.6,0.5,nan,nan,5.9,nan,1011.5,nan
St Mary's Stadium,1994-01-15,5.9,3.9,7.3,nan,nan,nan,9.2,nan,1006.7,nan
St Mary's Stadium,1994-02-14,-3.0,nan,nan,0.0,10.0,nan,nan,nan,nan,nan
St Mary's Stadium,1994-02-26,9.0,7.6,11.0,2.0,nan,137.0,13.4,nan,1003.5,nan
St Mary's Stadium,1994-03-12,6.3,2.3,9.3,0.0,nan,231.0,11.0,nan,1015.8,nan
St Mary's Stadium,1994-03-19,7.9,4.1,10.5,4.1,nan,292.0,12.1,nan,1009.3,nan
St Mary's Stadium,1994-03-30,10.4,9.2,14.9,nan,nan,183.0,14.8,nan,1008.1,nan
St Mary's Stadium,1994-04-04,7.7,3.2,10.4,7.1,nan,270.0,18.3,nan,1002.4,nan
St Mary's Stadium,1994-04-16,7.6,5.0,11.2,nan,nan,33.0,15.2,nan,1022.7,nan
St Mary's Stadium,1994-04-30,15.2,10.9,20.1,0.0,nan,nan,7.3,nan,1025.6,nan
St Mary's Stadium,1994-08-20,15.3,10.9,19.4,0.0,nan,251.0,9.2,nan,1013.9,nan
St Mary's Stadium,1994-08-31,14.4,13.0,16.1,11.2,nan,46.0,8.0,nan,1010.9,nan
St Mary's Stadium,1994-09-17,10.3,6.9,14.4,nan,nan,nan,9.9,nan,1022.3,nan
St Mary's Stadium,1994-10-01,13.2,10.6,16.2,0.0,nan,nan,0.5,nan,1022.7,nan
St Mary's Stadium,1994-10-08,9.0,3.6,16.1,nan,nan,nan,0.7,nan,1021.5,nan
St Mary's Stadium,1994-10-29,12.4,4.6,14.0,nan,nan,nan,nan,nan,nan,nan
St Mary's Stadium,1994-11-02,9.4,5.0,13.2,0.0,nan,nan,8.3,nan,1014.6,nan
St Mary's Stadium,1994-11-19,13.8,13.0,14.8,0.5,nan,252.0,10.3,nan,1015.9,nan
St Mary's Stadium,1994-12-03,11.6,9.5,12.9,nan,nan,193.0,13.2,nan,1014.4,nan
St Mary's Stadium,1994-12-19,5.1,1.8,8.2,0.0,nan,nan,5.8,nan,1013.3,nan
St Mary's Stadium,1994-12-26,8.1,4.5,11.3,11.9,nan,nan,10.1,nan,1008.4,nan
St Mary's Stadium,1994-12-31,4.9,1.9,8.2,0.0,nan,268.0,10.8,nan,996.3,nan
