stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
Etihad Stadium,2008-09-21,14.5,9.0,19.0,nan,nan,nan,6.0,nan,nan,nan
Etihad Stadium,2008-10-05,8.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2008-10-26,10.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2008-11-09,5.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2008-11-22,3.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2008-11-30,-1.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2008-12-13,5.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2008-12-26,3.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-01-17,7.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-01-28,5.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-02-07,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-03-04,2.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-03-22,7.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-04-12,9.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-04-19,8.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-05-02,10.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-05-24,13.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-08-22,15.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-09-12,13.8,8.0,20.0,nan,nan,nan,7.2,nan,nan,nan
Etihad Stadium,2009-09-28,14.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-10-25,12.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-11-07,6.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-11-28,3.8,3.0,5.0,nan,nan,nan,10.4,nan,nan,nan
Etihad Stadium,2009-12-05,8.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-12-19,-2.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2009-12-26,3.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-01-11,1.3,1.0,2.0,nan,nan,81.0,11.6,nan,nan,nan
Etihad Stadium,2010-01-31,-0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-02-09,2.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-02-21,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-03-24,10.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-03-29,6.8,4.0,10.0,nan,nan,nan,11.3,nan,nan,nan
Etihad Stadium,2010-04-11,9.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-04-17,8.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-05-01,9.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-05-05,9.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-08-23,13.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-09-11,15.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-09-25,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-10-03,11.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-10-24,3.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-11-10,3.1,1.0,7.0,nan,nan,nan,10.0,nan,nan,nan
Etihad Stadium,2010-11-13,6.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-12-04,1.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-12-20,-8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2010-12-28,4.2,2.0,7.0,nan,nan,nan,12.3,nan,nan,nan
Etihad Stadium,2011-01-01,4.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-01-15,9.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-02-05,9.9,8.0,13.0,nan,nan,nan,23.2,nan,nan,nan
Etihad Stadium,2011-02-27,5.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-03-05,3.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-04-03,7.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-05-01,12.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-05-10,13.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-05-17,12.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-08-15,14.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-09-10,18.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-09-24,13.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-10-15,9.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-10-29,9.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-11-19,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-12-03,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-12-18,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2011-12-21,9.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-01-03,6.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-01-22,6.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-02-04,-1.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-02-25,6.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-03-03,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-03-21,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-03-31,7.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-04-11,6.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-04-30,12.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-05-13,10.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-08-19,16.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-09-01,15.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-09-23,9.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-10-06,9.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-10-27,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-11-11,5.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-11-17,5.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-12-01,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-12-09,6.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2012-12-22,9.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-01-01,5.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-01-19,0.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-02-03,5.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-02-24,1.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-03-30,1.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-04-17,11.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-04-27,5.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2013-05-07,14.9,5.0,21.0,nan,nan,nan,12.0,nan,nan,nan
Etihad Stadium,2013-05-19,11.6,8.0,15.0,nan,nan,nan,8.1,nan,nan,nan
Etihad Stadium,2013-08-19,14.8,11.0,18.0,nan,nan,nan,11.6,nan,nan,nan
Etihad Stadium,2013-08-31,13.4,9.0,17.0,nan,nan,nan,15.1,nan,nan,nan
Etihad Stadium,2013-09-22,17.0,12.0,21.0,nan,nan,nan,11.1,nan,nan,nan
Etihad Stadium,2013-10-05,13.6,11.0,16.0,nan,nan,246.0,10.1,nan,nan,nan
Etihad Stadium,2013-11-02,8.3,4.0,12.0,nan,nan,nan,22.6,nan,nan,nan
Etihad Stadium,2013-11-24,3.7,-1.0,7.0,nan,nan,nan,6.3,nan,nan,nan
Etihad Stadium,2013-12-01,8.7,8.0,10.0,nan,nan,nan,8.1,nan,nan,nan
Etihad Stadium,2013-12-14,7.4,3.0,12.0,nan,nan,198.0,26.5,nan,nan,nan
Etihad Stadium,2013-12-26,2.9,1.0,6.0,nan,nan,nan,14.4,nan,nan,nan
Etihad Stadium,2013-12-28,3.9,2.0,7.0,nan,nan,216.0,16.6,nan,nan,nan
Etihad Stadium,2014-01-18,7.4,4.0,9.0,nan,nan,142.0,20.6,nan,nan,nan
Etihad Stadium,2014-02-03,6.1,5.0,7.0,nan,nan,153.0,26.6,nan,nan,nan
Etihad Stadium,2014-02-22,6.7,3.0,10.0,nan,nan,213.0,22.8,nan,nan,nan
Etihad Stadium,2014-03-22,4.7,2.0,7.0,nan,nan,228.0,20.6,nan,nan,nan
Etihad Stadium,2014-04-05,11.6,7.0,14.0,nan,nan,nan,10.6,nan,nan,nan
Etihad Stadium,2014-04-16,10.1,5.0,15.0,nan,nan,175.0,15.8,nan,nan,nan
Etihad Stadium,2014-04-21,13.1,9.0,19.0,nan,nan,64.0,20.6,nan,nan,nan
Etihad Stadium,2014-05-07,11.2,8.0,14.0,nan,nan,226.0,22.4,nan,nan,nan
Etihad Stadium,2014-05-11,10.7,9.0,13.0,nan,nan,274.0,25.5,nan,nan,nan
Etihad Stadium,2014-08-25,13.6,12.0,15.0,nan,nan,104.0,16.8,nan,nan,nan
Etihad Stadium,2014-08-30,14.4,12.0,18.0,nan,nan,256.0,17.6,nan,nan,nan
Etihad Stadium,2014-09-21,12.1,7.0,17.0,nan,nan,nan,9.7,nan,nan,nan
Etihad Stadium,2014-10-18,16.8,15.0,19.0,nan,nan,186.0,23.7,nan,nan,nan
Etihad Stadium,2014-11-02,11.1,8.0,13.0,nan,nan,204.0,16.7,nan,nan,nan
Etihad Stadium,2014-11-22,10.9,8.0,14.0,nan,nan,189.0,12.2,nan,nan,nan
Etihad Stadium,2014-12-06,2.1,-3.0,8.0,nan,nan,nan,11.0,nan,nan,nan
Etihad Stadium,2014-12-20,7.0,6.0,8.0,nan,nan,269.0,24.3,nan,nan,nan
Etihad Stadium,2014-12-28,-0.2,-4.0,3.0,nan,nan,nan,5.7,nan,nan,nan
Etihad Stadium,2015-01-01,10.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
Etihad Stadium,2015-01-18,0.6,-0.0,2.0,nan,nan,nan,7.6,nan,nan,nan
Etihad Stadium,2015-02-07,2.1,-1.0,5.0,nan,nan,nan,6.0,nan,nan,nan
Etihad Stadium,2015-02-21,2.4,1.0,6.0,nan,nan,nan,13.4,nan,nan,nan
Etihad Stadium,2015-03-04,5.1,2.0,8.0,nan,nan,nan,22.4,nan,nan,nan
Etihad Stadium,2015-03-21,5.2,1.0,10.0,nan,nan,nan,15.3,nan,nan,nan
Etihad Stadium,2015-04-19,6.9,1.0,13.0,nan,nan,nan,13.8,nan,nan,nan
Etihad Stadium,2015-04-25,9.7,6.0,14.0,nan,nan,nan,18.1,nan,nan,nan
Etihad Stadium,2015-05-10,12.6,7.0,17.0,nan,nan,184.0,18.3,nan,nan,nan
Etihad Stadium,2015-05-24,11.0,8.0,13.0,nan,nan,nan,14.4,nan,nan,nan
Etihad Stadium,2015-08-16,13.9,7.0,19.0,nan,nan,nan,4.4,nan,nan,nan
Etihad Stadium,2015-08-29,15.4,12.0,19.0,nan,nan,nan,16.4,nan,nan,nan
Etihad Stadium,2015-09-19,11.1,6.0,18.0,nan,nan,nan,4.1,nan,nan,nan
Etihad Stadium,2015-10-03,7.2,4.0,10.0,nan,nan,nan,3.8,nan,1015.7,nan
Etihad Stadium,2015-10-17,10.3,8.0,13.0,nan,nan,356.0,13.0,nan,1023.1,nan
Etihad Stadium,2015-10-31,12.8,9.0,15.0,nan,nan,nan,10.1,nan,1021.5,nan
Etihad Stadium,2015-11-21,1.7,-2.0,4.0,nan,nan,nan,17.4,nan,nan,nan
Etihad Stadium,2015-11-28,5.4,2.0,8.0,nan,nan,226.0,24.4,nan,1003.8,nan
Etihad Stadium,2015-12-12,5.6,3.0,11.0,nan,nan,193.0,17.3,nan,nan,nan
Etihad Stadium,2015-12-26,12.6,8.0,14.0,nan,nan,205.0,30.4,nan,nan,nan
Etihad Stadium,2016-01-13,3.3,1.0,5.0,nan,nan,217.0,15.4,nan,nan,nan
Etihad Stadium,2016-01-16,-0.8,-3.0,2.0,nan,nan,nan,5.8,nan,nan,nan
Etihad Stadium,2016-02-06,6.4,3.0,10.0,nan,nan,171.0,16.8,nan,989.8,nan
Etihad Stadium,2016-02-14,2.6,1.0,6.0,nan,nan,19.0,17.3,nan,nan,nan
Etihad Stadium,2016-03-05,3.7,2.0,7.0,nan,nan,338.0,16.3,nan,nan,nan
Etihad Stadium,2016-03-20,7.1,4.0,12.0,nan,nan,nan,9.3,nan,nan,nan
Etihad Stadium,2016-04-09,5.9,2.0,10.0,nan,nan,210.0,12.0,nan,nan,nan
Etihad Stadium,2016-04-23,6.4,2.0,11.0,nan,nan,344.0,13.5,nan,1021.8,nan
Etihad Stadium,2016-05-08,19.1,13.0,25.0,nan,nan,nan,18.2,nan,nan,nan
Etihad Stadium,2016-08-13,16.6,14.0,19.0,nan,nan,260.0,18.4,nan,1021.4,nan
Etihad Stadium,2016-08-28,17.3,15.0,21.0,nan,nan,nan,10.1,nan,1012.7,nan
Etihad Stadium,2016-09-17,13.9,9.0,19.0,nan,nan,nan,10.4,nan,1022.4,nan
Etihad Stadium,2016-10-15,10.6,7.0,15.0,nan,nan,117.0,9.8,nan,1005.5,nan
Etihad Stadium,2016-10-23,8.1,3.0,11.0,nan,nan,nan,17.3,nan,1014.1,nan
Etihad Stadium,2016-11-05,5.2,2.0,7.0,nan,nan,315.0,14.3,nan,1007.7,nan
Etihad Stadium,2016-12-03,5.6,2.0,7.0,nan,nan,nan,6.5,nan,1026.2,nan
Etihad Stadium,2016-12-14,10.3,8.0,12.0,nan,nan,nan,8.3,nan,1016.5,nan
Etihad Stadium,2016-12-18,4.6,2.0,7.0,nan,nan,nan,3.7,nan,1034.4,nan
Etihad Stadium,2017-01-02,0.8,-2.0,4.0,nan,nan,nan,6.6,nan,nan,nan
Etihad Stadium,2017-01-21,2.9,1.0,4.0,nan,nan,nan,8.3,nan,1027.8,nan
Etihad Stadium,2017-02-05,3.1,-0.0,6.0,nan,nan,nan,4.5,nan,1005.2,nan
Etihad Stadium,2017-03-08,8.8,5.0,12.0,nan,nan,nan,16.5,nan,1009.8,nan
Etihad Stadium,2017-03-19,11.6,10.0,13.0,nan,nan,228.0,21.6,nan,1003.4,nan
Etihad Stadium,2017-04-08,10.9,1.0,19.0,nan,nan,nan,6.4,nan,1021.8,nan
Etihad Stadium,2017-04-27,6.4,-1.0,11.0,nan,nan,nan,15.1,nan,nan,nan
Etihad Stadium,2017-05-06,9.9,7.0,12.0,nan,nan,61.0,15.1,nan,1016.5,nan
Etihad Stadium,2017-05-13,13.2,11.0,16.0,nan,nan,nan,12.5,nan,1003.3,nan
Etihad Stadium,2017-05-16,16.1,14.0,18.0,nan,nan,196.0,13.3,nan,1018.7,nan
Etihad Stadium,2017-08-21,15.8,12.0,18.0,nan,nan,nan,5.8,nan,1020.5,nan
Etihad Stadium,2017-09-09,12.3,9.0,17.0,nan,nan,nan,12.9,nan,996.3,nan
Etihad Stadium,2017-09-23,14.7,12.0,17.0,nan,nan,nan,9.6,nan,1018.6,nan
Etihad Stadium,2017-10-14,17.3,16.0,20.0,nan,nan,nan,15.4,nan,1019.5,nan
Etihad Stadium,2017-10-21,12.2,11.0,13.0,nan,nan,nan,20.5,nan,993.8,nan
Etihad Stadium,2017-11-05,5.8,1.0,10.0,nan,nan,nan,8.7,nan,1014.1,nan
Etihad Stadium,2017-11-29,3.0,1.0,6.0,nan,nan,313.0,13.3,nan,1013.2,nan
Etihad Stadium,2017-12-03,7.9,6.0,10.0,nan,nan,nan,11.8,nan,1027.0,nan
Etihad Stadium,2017-12-16,0.6,-2.0,3.0,nan,nan,nan,4.0,nan,nan,nan
Etihad Stadium,2017-12-23,7.5,6.0,8.0,nan,nan,nan,7.2,nan,1030.8,nan
Etihad Stadium,2018-01-02,5.7,2.0,9.0,nan,nan,196.0,14.8,nan,998.8,nan
Etihad Stadium,2018-01-20,1.9,1.0,3.0,nan,nan,nan,5.8,nan,1002.8,nan
Etihad Stadium,2018-01-31,4.1,1.0,6.0,nan,nan,232.0,22.1,nan,nan,nan
Etihad Stadium,2018-02-10,4.7,-0.0,9.0,nan,nan,nan,14.5,nan,nan,nan
Etihad Stadium,2018-03-04,3.2,1.0,6.0,nan,nan,nan,10.7,nan,988.3,nan
Etihad Stadium,2018-04-07,9.7,8.0,12.0,nan,nan,nan,8.8,nan,1005.1,nan
Etihad Stadium,2018-04-22,13.9,10.0,18.0,nan,nan,nan,12.9,nan,1008.1,nan
Etihad Stadium,2018-05-06,16.9,9.0,23.0,nan,nan,nan,5.2,nan,nan,nan
Etihad Stadium,2018-05-09,10.9,7.0,15.0,nan,nan,nan,10.1,nan,1007.8,nan
Etihad Stadium,2018-08-19,18.0,17.0,19.0,nan,nan,236.0,13.9,nan,1015.9,nan
Etihad Stadium,2018-09-01,17.7,12.0,23.0,nan,nan,163.0,7.0,nan,1023.3,nan
Etihad Stadium,2018-09-15,13.6,10.0,17.0,nan,nan,198.0,9.4,nan,1020.5,nan
Etihad Stadium,2018-09-29,8.7,3.0,15.0,nan,nan,215.0,8.9,25.9,1027.3,nan
Etihad Stadium,2018-10-20,11.4,6.0,16.0,nan,nan,187.0,7.0,22.2,1029.0,nan
Etihad Stadium,2018-11-04,11.4,10.0,13.0,nan,nan,156.0,10.2,40.8,1007.0,nan
Etihad Stadium,2018-11-11,8.7,7.0,12.0,nan,nan,171.0,10.0,33.3,994.6,nan
Etihad Stadium,2018-12-01,8.8,4.0,12.0,nan,nan,174.0,11.4,31.5,998.3,nan
Etihad Stadium,2018-12-15,3.1,2.0,7.0,nan,nan,141.0,20.1,64.8,1005.7,nan
Etihad Stadium,2018-12-22,7.8,6.0,9.0,nan,nan,234.0,16.5,29.6,1012.2,nan
Etihad Stadium,2019-01-03,1.4,-0.0,3.0,nan,nan,155.0,3.7,11.1,1043.3,nan
Etihad Stadium,2019-01-14,6.7,5.0,8.0,nan,nan,280.0,17.0,37.0,1019.5,nan
Etihad Stadium,2019-02-03,0.8,-6.0,5.0,nan,nan,170.0,8.8,31.5,1018.9,nan
Etihad Stadium,2019-02-10,4.6,3.0,7.0,nan,nan,247.0,13.2,33.3,996.7,nan
Etihad Stadium,2019-02-27,8.6,3.0,15.0,nan,nan,177.0,4.3,16.7,1023.2,nan
Etihad Stadium,2019-03-09,6.7,5.0,8.0,nan,nan,247.0,24.1,48.2,1008.2,nan
Etihad Stadium,2019-04-03,3.3,-0.0,7.0,nan,nan,225.0,6.1,22.2,997.9,nan
Etihad Stadium,2019-04-20,15.1,6.0,23.0,nan,nan,153.0,4.6,18.5,1030.5,nan
Etihad Stadium,2019-05-06,8.0,6.0,10.0,nan,nan,274.0,13.8,24.1,1021.0,nan
Etihad Stadium,2019-08-17,15.9,13.0,20.0,nan,nan,218.0,17.5,40.8,1000.6,nan
Etihad Stadium,2019-08-31,15.0,10.0,17.0,nan,nan,217.0,17.0,44.5,1009.4,nan
Etihad Stadium,2019-09-21,17.7,12.0,23.0,nan,nan,107.0,11.4,42.6,1011.9,nan
Etihad Stadium,2019-10-06,12.4,11.0,14.0,nan,nan,246.0,15.2,35.2,1010.2,nan
Etihad Stadium,2019-10-26,6.2,5.0,8.0,nan,nan,300.0,9.5,20.4,1007.5,nan
Etihad Stadium,2019-11-02,8.9,6.0,13.0,nan,nan,168.0,8.1,38.9,975.6,nan
Etihad Stadium,2019-11-23,8.9,8.0,10.0,nan,nan,68.0,12.0,33.3,996.2,nan
Etihad Stadium,2019-12-07,9.0,8.0,10.0,nan,nan,220.0,17.2,53.7,1007.0,nan
Etihad Stadium,2019-12-21,6.1,4.0,8.0,nan,nan,138.0,7.2,25.9,976.2,nan
Etihad Stadium,2019-12-29,7.6,6.0,8.0,nan,nan,170.0,8.9,29.6,1029.3,nan
Etihad Stadium,2020-01-01,6.1,4.0,7.0,nan,nan,148.0,5.9,24.1,1027.2,nan
Etihad Stadium,2020-01-18,3.2,-0.0,7.0,nan,nan,256.0,8.7,25.9,1027.5,nan
Etihad Stadium,2020-02-19,5.6,3.0,9.0,nan,nan,214.0,16.9,46.3,1013.0,nan
Etihad Stadium,2020-06-17,16.1,12.0,21.0,nan,nan,70.0,5.6,18.5,1013.0,nan
Etihad Stadium,2020-06-22,16.1,10.0,21.0,nan,nan,188.0,12.1,38.9,1020.9,nan
Etihad Stadium,2020-07-02,14.2,13.0,18.0,nan,nan,300.0,7.7,20.4,1010.3,nan
Etihad Stadium,2020-07-08,13.4,12.0,15.0,nan,nan,82.0,8.8,27.8,1013.4,nan
Etihad Stadium,2020-07-15,13.4,12.0,15.0,nan,nan,257.0,14.1,29.6,1015.3,nan
Etihad Stadium,2020-07-26,15.8,12.0,20.0,nan,nan,217.0,15.3,35.2,1007.0,nan
Etihad Stadium,2020-09-27,8.9,5.0,14.0,nan,nan,314.0,12.7,29.6,1015.9,nan
Etihad Stadium,2020-10-17,8.5,5.0,10.0,nan,nan,5.0,5.9,14.8,1023.8,nan
Etihad Stadium,2020-11-08,10.8,9.0,13.0,nan,nan,87.0,4.2,22.2,1017.2,nan
Etihad Stadium,2020-11-28,6.2,-0.0,8.0,nan,nan,80.0,5.6,22.2,1019.3,nan
Etihad Stadium,2020-12-05,3.3,-0.0,6.0,nan,nan,49.0,10.4,27.8,993.2,nan
Etihad Stadium,2020-12-15,7.4,6.0,9.0,nan,nan,166.0,9.0,31.5,1001.4,nan
Etihad Stadium,2020-12-26,6.8,4.0,9.0,nan,nan,209.0,17.9,66.7,1006.7,nan
Etihad Stadium,2021-01-13,2.9,-0.0,6.0,nan,nan,104.0,3.9,25.9,1016.6,nan
Etihad Stadium,2021-01-17,5.1,3.0,7.0,nan,nan,264.0,15.4,25.9,1022.1,nan
Etihad Stadium,2021-01-20,7.8,-0.0,11.0,nan,nan,216.0,15.1,44.5,979.0,nan
Etihad Stadium,2021-01-30,3.1,-0.0,5.0,nan,nan,77.0,20.9,48.2,1000.5,nan
Etihad Stadium,2021-02-13,-0.1,-3.0,1.0,nan,nan,132.0,19.0,51.8,1029.1,nan
Etihad Stadium,2021-02-27,5.2,-0.0,10.0,nan,nan,179.0,5.5,14.8,1040.7,nan
Etihad Stadium,2021-03-02,2.7,-3.0,9.0,nan,nan,102.0,3.2,18.5,1030.0,nan
Etihad Stadium,2021-03-07,2.9,-0.0,7.0,nan,nan,224.0,6.5,20.4,1027.0,nan
Etihad Stadium,2021-03-10,8.4,5.0,12.0,nan,nan,189.0,19.8,66.7,996.8,nan
Etihad Stadium,2021-04-10,2.4,-0.0,6.0,nan,nan,32.0,6.8,20.4,1015.7,nan
Etihad Stadium,2021-05-08,9.6,4.0,15.0,nan,nan,152.0,10.5,44.5,1000.0,nan
Etihad Stadium,2021-05-23,8.2,4.0,12.0,nan,nan,181.0,11.0,50.0,1002.9,nan
Etihad Stadium,2021-08-21,16.6,15.0,18.0,nan,nan,145.0,4.3,25.9,1014.4,nan
Etihad Stadium,2021-08-28,15.0,9.0,21.0,nan,nan,337.0,6.5,20.4,1027.8,nan
Etihad Stadium,2021-09-18,17.5,14.0,22.0,nan,nan,146.0,5.1,20.4,1013.0,nan
Etihad Stadium,2021-10-16,10.2,5.0,15.0,nan,nan,163.0,5.1,22.2,1018.4,nan
Etihad Stadium,2021-10-30,10.2,7.0,13.0,nan,nan,188.0,11.6,38.9,993.0,nan
Etihad Stadium,2021-11-21,5.0,2.0,7.0,nan,nan,336.0,12.1,29.6,1023.0,nan
Etihad Stadium,2021-11-28,-0.8,-3.0,1.0,nan,nan,331.0,5.9,27.8,1008.8,nan
Etihad Stadium,2021-12-11,5.8,1.0,11.0,nan,nan,177.0,8.8,31.5,1011.6,nan
Etihad Stadium,2021-12-14,7.8,4.0,11.0,nan,nan,203.0,7.0,22.2,1023.5,nan
Etihad Stadium,2021-12-26,4.6,3.0,6.0,nan,nan,103.0,7.3,48.2,999.3,nan
Etihad Stadium,2022-01-15,2.2,-2.0,6.0,nan,nan,153.0,5.5,18.5,1023.8,nan
Etihad Stadium,2022-02-09,7.5,4.0,10.0,nan,nan,250.0,14.9,35.2,1020.8,nan
Etihad Stadium,2022-02-19,2.7,1.0,4.0,nan,nan,214.0,14.6,46.3,1005.0,nan
Etihad Stadium,2022-03-06,4.6,2.0,9.0,nan,nan,17.0,10.4,27.8,1031.2,nan
Etihad Stadium,2022-04-10,6.0,-2.0,11.0,nan,nan,156.0,6.4,25.9,1017.5,nan
Etihad Stadium,2022-04-20,11.4,5.0,16.0,nan,nan,66.0,10.4,31.5,1018.3,nan
Etihad Stadium,2022-04-23,10.5,7.0,15.0,nan,nan,55.0,24.1,48.2,1008.8,nan
Etihad Stadium,2022-05-08,12.1,7.0,18.0,nan,nan,136.0,5.9,27.8,1028.1,nan
Etihad Stadium,2022-05-22,15.1,11.0,19.0,nan,nan,195.0,11.5,33.3,1011.1,nan
Etihad Stadium,2022-08-13,23.4,16.0,30.0,0.0,nan,70.0,7.9,31.5,1015.5,nan
Etihad Stadium,2022-08-27,17.3,12.0,22.0,0.4,nan,297.0,5.4,18.5,1020.1,nan
Etihad Stadium,2022-08-31,16.8,12.0,22.0,0.0,nan,57.0,13.8,31.5,1026.8,nan
Etihad Stadium,2022-10-02,11.9,8.0,16.0,0.1,nan,244.0,10.6,27.8,1019.9,nan
Etihad Stadium,2022-10-08,10.2,7.0,15.0,1.2,nan,213.0,9.2,27.8,1021.1,nan
Etihad Stadium,2022-10-22,14.0,11.0,16.0,0.7,nan,184.0,9.5,33.3,1005.0,nan
Etihad Stadium,2022-11-05,9.0,7.0,12.0,2.9,nan,179.0,9.1,37.0,1008.6,nan
Etihad Stadium,2022-11-12,11.9,10.0,14.0,0.0,nan,157.0,7.2,31.5,1023.8,nan
Etihad Stadium,2022-12-31,8.9,7.0,11.0,12.3,nan,179.0,7.8,29.6,994.2,nan
Etihad Stadium,2023-01-19,1.1,-3.0,5.0,0.0,nan,228.0,7.8,18.5,1007.0,nan
