,Season_End_Year,Wk,Date,Team,HomeGoals,AwayGoals,Away,FTR,FDCOUK,City,Stadium,Capacity,Latitude,Longitude,Country,stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2050,2018,34,2018-04-14,Southampton,2,3,Chelsea,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-04-14,10.6,6.6,16.5,0.0,,159.0,8.4,,1015.8,
2051,2018,36,2018-04-28,Southampton,2,1,Bournemouth,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-04-28,8.1,7.4,8.8,7.1,,358.0,12.6,,1010.0,
2052,2018,38,2018-05-13,Southampton,0,1,Manchester City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-05-13,11.7,5.4,17.1,0.0,,288.0,7.6,,1015.2,
2053,2019,1,2018-08-12,Southampton,0,0,Burnley,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-08-12,15.8,12.6,17.6,1.8,,187.0,10.9,37.0,1010.8,
2054,2019,3,2018-08-25,Southampton,1,2,Leicester City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-08-25,12.4,3.6,17.6,2.0,,294.0,9.7,31.5,1015.3,
2055,2019,5,2018-09-17,Southampton,2,2,Brighton,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-09-17,18.0,14.6,20.6,,,186.0,14.5,33.3,1013.8,
2056,2019,8,2018-10-07,Southampton,0,3,Chelsea,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-10-07,7.6,3.6,12.6,6.9,,336.0,9.1,38.9,1022.4,
2057,2019,10,2018-10-27,Southampton,0,0,Newcastle Utd,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-10-27,3.3,0.6,5.6,1.0,,347.0,16.1,37.0,1014.7,
2058,2019,12,2018-11-10,Southampton,1,1,Watford,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-11-10,9.8,5.6,12.2,21.3,,193.0,12.3,44.5,993.7,
2059,2019,14,2018-12-01,Southampton,2,2,Manchester Utd,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-12-01,10.1,7.6,11.9,2.8,,196.0,15.6,40.8,1003.1,
2060,2019,17,2018-12-16,Southampton,3,2,Arsenal,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-12-16,5.1,-1.4,8.6,37.8,,195.0,10.1,27.8,1006.1,
2061,2019,19,2018-12-27,Southampton,1,2,West Ham,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-12-27,2.5,-1.4,6.6,0.0,,10.0,2.7,13.0,1026.2,
2062,2019,20,2018-12-30,Southampton,1,3,Manchester City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2018-12-30,8.9,8.2,9.6,0.0,,280.0,7.1,22.2,1035.8,
2063,2019,23,2019-01-19,Southampton,2,1,Everton,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-01-19,4.8,3.6,5.6,4.1,,112.0,11.6,31.5,1008.2,
2064,2019,24,2019-01-30,Southampton,1,1,Crystal Palace,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-01-30,-0.7,-4.4,3.6,3.8,,297.0,4.8,25.9,996.4,
2065,2019,26,2019-02-09,Southampton,1,2,Cardiff City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-02-09,7.4,5.6,9.6,12.7,,228.0,24.5,50.0,1001.9,
2066,2019,28,2019-02-27,Southampton,2,0,Fulham,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-02-27,6.9,-3.4,16.6,0.0,,119.0,4.4,18.5,1024.6,
2067,2019,30,2019-03-09,Southampton,2,1,Tottenham,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-03-09,8.4,5.6,12.6,1.8,,249.0,18.4,51.8,1013.8,
2068,2019,33,2019-04-05,Southampton,1,3,Liverpool,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-04-05,8.2,6.2,9.6,25.4,,117.0,17.9,40.8,1000.0,
2069,2019,34,2019-04-13,Southampton,3,1,Wolves,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-04-13,4.6,-0.4,7.6,0.0,,83.0,8.8,29.6,1026.4,
2070,2019,36,2019-04-27,Southampton,3,3,Bournemouth,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-04-27,8.7,6.2,11.6,2.8,,255.0,28.2,59.3,1011.8,
2071,2019,38,2019-05-12,Southampton,1,1,Huddersfield,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-05-12,10.1,5.0,15.6,0.0,,59.0,7.0,20.4,1035.4,
2072,2020,2,2019-08-17,Southampton,1,2,Liverpool,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-08-17,17.0,14.3,19.6,15.7,,219.0,17.8,33.3,1005.3,
2073,2020,4,2019-08-31,Southampton,1,1,Manchester Utd,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-08-31,15.3,9.6,20.6,0.0,,225.0,11.3,31.5,1013.4,
2074,2020,6,2019-09-20,Southampton,1,3,Bournemouth,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-09-20,14.8,8.6,21.6,0.0,,79.0,12.1,38.9,1024.0,
2075,2020,8,2019-10-06,Southampton,1,4,Chelsea,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-10-06,13.9,11.6,16.6,6.1,,270.0,14.8,38.9,1012.2,
2076,2020,10,2019-10-25,Southampton,0,9,Leicester City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-10-25,12.6,7.6,16.6,5.1,,189.0,20.5,53.7,1011.7,
2077,2020,12,2019-11-09,Southampton,1,2,Everton,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-11-09,4.0,-2.4,8.6,,,235.0,8.9,20.4,1005.5,
2078,2020,14,2019-11-30,Southampton,2,1,Watford,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-11-30,4.6,2.1,7.6,0.0,,73.0,12.3,40.8,1019.6,
2079,2020,15,2019-12-04,Southampton,2,1,Norwich City,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-12-04,2.4,-2.4,8.6,0.3,,95.0,2.6,14.8,1020.8,
2080,2020,17,2019-12-14,Southampton,0,1,West Ham,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-12-14,7.2,5.1,10.6,3.6,,231.0,20.8,44.5,990.7,
2081,2020,20,2019-12-28,Southampton,1,1,Crystal Palace,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2019-12-28,8.5,6.1,9.6,0.8,,146.0,6.6,16.7,1036.0,
2082,2020,21,2020-01-01,Southampton,1,0,Tottenham,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-01-01,6.1,3.7,8.6,0.0,,96.0,4.8,18.5,1028.6,
2083,2020,23,2020-01-18,Southampton,2,3,Wolves,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-01-18,2.3,-1.4,7.6,1.5,,336.0,5.0,24.1,1028.8,
2084,2020,26,2020-02-15,Southampton,1,2,Burnley,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-02-15,11.2,9.7,12.3,5.1,,197.0,36.1,68.5,1006.5,
2085,2020,27,2020-02-22,Southampton,2,0,Aston Villa,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-02-22,10.3,8.3,13.6,0.0,,238.0,24.2,48.2,1020.3,
2086,2020,29,2020-03-07,Southampton,0,1,Newcastle Utd,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-03-07,7.0,0.6,12.6,0.0,,233.0,15.1,38.9,1015.7,
2087,2020,31,2020-06-25,Southampton,0,2,Arsenal,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-06-25,23.2,15.8,29.6,0.0,,92.0,12.0,29.6,1014.7,
2088,2020,33,2020-07-05,Southampton,1,0,Manchester City,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-07-05,17.1,11.8,20.6,0.0,,251.0,21.6,48.2,1012.8,
2089,2020,36,2020-07-16,Southampton,1,1,Brighton,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-07-16,18.4,13.2,24.6,0.0,,303.0,10.5,20.4,1020.3,
2090,2020,38,2020-07-26,Southampton,3,1,Sheffield Utd,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-07-26,16.5,12.9,20.6,15.7,,236.0,16.1,31.5,1011.3,
2091,2021,2,2020-09-20,Southampton,2,5,Tottenham,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-09-20,17.7,14.0,23.6,0.0,,33.0,17.1,37.0,1017.6,
2092,2021,4,2020-10-04,Southampton,2,0,West Brom,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-10-04,10.0,9.2,11.6,25.7,,245.0,21.0,40.8,984.0,
2093,2021,6,2020-10-25,Southampton,2,0,Everton,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-10-25,10.0,7.6,12.6,23.1,,216.0,12.7,31.5,996.6,
2094,2021,8,2020-11-06,Southampton,2,0,Newcastle Utd,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-11-06,6.3,-0.4,12.6,0.3,,63.0,9.3,35.2,1027.4,
2095,2021,10,2020-11-29,Southampton,2,3,Manchester Utd,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-11-29,6.6,4.9,9.6,0.3,,23.0,8.6,22.2,1025.8,
2096,2021,12,2020-12-13,Southampton,3,0,Sheffield Utd,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-12-13,7.8,2.6,12.6,0.5,,178.0,14.4,33.3,1001.5,
2097,2021,14,2020-12-19,Southampton,0,1,Manchester City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-12-19,9.8,7.6,11.6,6.9,,201.0,16.6,37.0,1004.9,
2098,2021,16,2020-12-29,Southampton,0,0,West Ham,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2020-12-29,1.5,-0.4,4.6,4.6,,328.0,7.5,24.1,991.0,
2099,2021,17,2021-01-04,Southampton,1,0,Liverpool,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-01-04,3.2,1.4,5.6,0.0,,25.0,22.3,42.6,1018.7,
2100,2021,20,2021-01-26,Southampton,1,3,Arsenal,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-01-26,3.9,0.4,7.4,3.3,,198.0,11.2,29.6,1015.4,
2101,2021,21,2021-01-30,Southampton,0,1,Aston Villa,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-01-30,5.6,3.0,7.0,8.9,,78.0,21.8,46.3,994.8,
2102,2021,24,2021-02-14,Southampton,1,2,Wolves,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-02-14,3.0,-0.4,6.1,8.1,,140.0,19.0,35.2,1023.9,
2103,2021,25,2021-02-20,Southampton,1,1,Chelsea,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-02-20,10.6,9.5,12.2,0.8,,171.0,18.6,37.0,1002.0,
2104,2021,28,2021-03-14,Southampton,1,2,Brighton,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-03-14,6.5,3.7,9.2,1.3,,268.0,22.2,42.6,1014.9,
2105,2021,30,2021-04-04,Southampton,3,2,Burnley,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-04-04,6.5,1.5,12.4,0.0,,315.0,9.4,24.1,1027.1,
2106,2021,34,2021-04-30,Southampton,1,1,Leicester City,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-04-30,6.1,1.5,11.6,1.2,,347.0,7.3,18.5,1015.1,
2107,2021,32,2021-05-11,Southampton,3,1,Crystal Palace,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-05-11,10.2,7.1,14.6,2.0,71.0,178.0,13.6,35.2,1006.7,
2108,2021,36,2021-05-15,Southampton,3,1,Fulham,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-05-15,9.9,7.9,12.6,8.1,,194.0,9.8,29.6,1001.1,
2109,2021,37,2021-05-18,Southampton,0,2,Leeds United,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-05-18,10.6,6.6,14.6,3.8,,243.0,12.1,29.6,1014.0,
2110,2022,2,2021-08-22,Southampton,1,1,Manchester Utd,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-08-22,17.7,13.6,22.6,0.0,,294.0,11.2,22.2,1019.7,
2111,2022,4,2021-09-11,Southampton,0,0,West Ham,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-09-11,17.0,13.1,20.6,0.4,,247.0,9.4,25.9,1017.1,
2112,2022,6,2021-09-26,Southampton,0,1,Wolves,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-09-26,16.3,12.6,19.6,0.3,,193.0,10.5,27.8,1011.8,
2113,2022,8,2021-10-16,Southampton,1,0,Leeds United,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-10-16,11.9,7.6,17.6,0.4,,49.0,4.3,16.7,1020.1,
2114,2022,9,2021-10-23,Southampton,2,2,Burnley,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-10-23,10.3,5.3,13.6,0.1,,209.0,7.7,22.2,1024.8,
2115,2022,11,2021-11-05,Southampton,1,0,Aston Villa,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-11-05,5.4,-1.4,10.6,0.0,,309.0,3.2,16.7,1027.1,
2116,2022,14,2021-12-01,Southampton,2,2,Leicester City,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-12-01,8.0,3.1,9.9,1.4,,285.0,17.6,42.6,1001.0,
2117,2022,15,2021-12-04,Southampton,1,1,Brighton,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-12-04,6.2,3.9,8.6,1.3,,272.0,15.0,38.9,999.8,
2118,2022,20,2021-12-28,Southampton,1,1,Tottenham,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2021-12-28,9.9,7.5,11.6,1.2,,243.0,17.5,53.7,994.8,
2119,2022,18,2022-01-11,Southampton,4,1,Brentford,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-01-11,9.2,6.8,11.6,3.9,,176.0,5.9,20.4,1030.1,
2120,2022,23,2022-01-22,Southampton,1,1,Manchester City,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-01-22,3.9,0.6,5.6,0.0,,327.0,6.5,16.7,1038.3,
2121,2022,26,2022-02-19,Southampton,2,0,Everton,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-02-19,6.6,2.8,10.6,2.9,,234.0,21.8,51.8,1011.6,
2122,2022,27,2022-02-25,Southampton,2,0,Norwich City,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-02-25,5.4,-0.4,10.6,0.0,,283.0,11.8,33.3,1027.1,
2123,2022,21,2022-03-10,Southampton,1,2,Newcastle Utd,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-03-10,10.3,8.5,12.6,1.4,,145.0,11.6,25.9,1014.7,
2124,2022,29,2022-03-13,Southampton,1,2,Watford,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-03-13,8.9,5.3,12.6,5.1,,165.0,14.5,33.3,1006.8,
2125,2022,32,2022-04-09,Southampton,0,6,Chelsea,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-04-09,6.0,-0.4,11.6,0.1,,298.0,9.4,27.8,1016.1,
2126,2022,33,2022-04-16,Southampton,1,0,Arsenal,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-04-16,12.2,4.6,17.6,0.0,,113.0,6.5,22.2,1029.2,
2127,2022,35,2022-04-30,Southampton,1,2,Crystal Palace,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-04-30,8.9,0.6,16.6,0.0,,57.0,7.0,18.5,1029.4,
2128,2022,37,2022-05-17,Southampton,1,2,Liverpool,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-05-17,15.9,10.8,21.6,0.4,,136.0,9.6,29.6,1017.0,
2129,2023,2,2022-08-13,Southampton,2,2,Leeds United,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-08-13,23.7,15.6,31.6,0.0,,54.0,7.5,24.1,1013.4,
2130,2023,4,2022-08-27,Southampton,0,1,Manchester Utd,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-08-27,17.8,10.6,23.6,1.5,,21.0,4.9,14.8,1018.7,
2131,2023,5,2022-08-30,Southampton,2,1,Chelsea,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-08-30,16.9,11.6,23.6,0.0,,34.0,13.0,35.2,1022.5,
2132,2023,9,2022-10-01,Southampton,1,2,Everton,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-10-01,15.3,12.5,19.6,0.1,,244.0,16.5,40.8,1008.3,
2133,2023,11,2022-10-16,Southampton,1,1,West Ham,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-10-16,12.7,6.6,16.6,5.5,,180.0,8.7,27.8,1009.4,
2134,2023,13,2022-10-23,Southampton,1,1,Arsenal,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-10-23,14.8,12.6,18.6,20.6,,129.0,9.0,25.9,1000.3,
2135,2023,15,2022-11-06,Southampton,1,4,Newcastle Utd,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-11-06,12.0,10.2,13.6,7.0,,219.0,10.1,31.5,1003.6,
2136,2023,17,2022-12-26,Southampton,1,3,Brighton,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2022-12-26,6.5,4.1,8.6,0.0,,246.0,11.2,31.5,1017.1,
2137,2023,19,2023-01-04,Southampton,0,1,Nott'ham Forest,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-01-04,12.1,9.3,12.6,1.4,,233.0,20.1,44.5,1016.6,
2138,2023,21,2023-01-21,Southampton,0,1,Aston Villa,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-01-21,0.5,-3.4,5.6,0.0,,25.0,3.8,20.4,1032.3,
2139,2023,23,2023-02-11,Southampton,1,2,Wolves,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-02-11,8.2,4.8,10.6,0.0,,277.0,4.8,16.7,1037.1,
2140,2023,26,2023-03-04,Southampton,1,0,Leicester City,H,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-03-04,4.2,1.3,6.6,0.0,,10.0,9.7,25.9,1029.6,
2141,2023,7,2023-03-15,Southampton,0,2,Brentford,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-03-15,4.7,-1.4,8.6,5.6,,185.0,7.4,27.8,1015.3,
2142,2023,28,2023-03-18,Southampton,3,3,Tottenham,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-03-18,10.4,8.0,13.6,3.8,,206.0,5.9,20.4,1006.3,
2143,2023,30,2023-04-08,Southampton,1,4,Manchester City,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-04-08,8.0,0.6,13.6,0.0,,115.0,4.4,20.4,1025.2,
2144,2023,31,2023-04-15,Southampton,0,2,Crystal Palace,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-04-15,8.6,4.0,13.6,0.0,,323.0,11.0,27.8,1018.7,
2145,2023,33,2023-04-27,Southampton,0,1,Bournemouth,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-04-27,9.8,6.5,12.6,3.7,,114.0,10.1,29.6,1013.6,
2146,2023,36,2023-05-13,Southampton,0,2,Fulham,A,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-05-13,11.9,9.0,16.6,0.0,,15.0,18.3,44.5,1025.4,
2147,2023,38,2023-05-28,Southampton,4,4,Liverpool,D,Southampton,Southampton,St Mary's Stadium,32689,50.905833,-1.391111,England,St Mary's Stadium,2023-05-28,15.1,7.3,21.6,0.0,,39.0,12.5,38.9,1022.6,
2148,1993,1,1992-08-15,Chelsea,1,1,Oldham Athletic,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-08-15,16.4,12.7,20.1,0.0,,200.0,11.3,,1016.6,
2149,1993,4,1992-08-26,Chelsea,0,0,Blackburn,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-08-26,16.2,14.2,18.5,,,218.0,17.2,,1009.3,
2150,1993,5,1992-08-29,Chelsea,1,0,QPR,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-08-29,14.3,11.8,17.7,0.0,,239.0,12.8,,1005.2,
2151,1993,8,1992-09-12,Chelsea,2,3,Norwich City,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-09-12,13.3,9.1,17.2,0.0,,201.0,12.6,,1023.9,
2152,1993,10,1992-09-26,Chelsea,0,0,Nott'ham Forest,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-09-26,17.5,13.9,22.4,0.0,,84.0,9.0,,1013.0,
2153,1993,12,1992-10-17,Chelsea,2,1,Ipswich Town,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-10-17,4.2,-0.8,9.6,,,273.0,4.5,,,
2154,1993,14,1992-10-31,Chelsea,1,2,Sheffield Utd,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-10-31,4.9,-1.4,9.7,,,,4.5,,1020.9,
2155,1993,15,1992-11-07,Chelsea,3,1,Crystal Palace,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-11-07,11.8,10.0,13.0,,,244.0,15.3,,1024.5,
2156,1993,17,1992-11-29,Chelsea,1,0,Leeds United,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-11-29,9.2,5.8,13.0,10.2,,151.0,14.9,,1012.3,
2157,1993,20,1992-12-19,Chelsea,1,1,Manchester Utd,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-12-19,4.3,2.0,5.6,1.0,,,10.1,,1018.4,
2158,1993,21,1992-12-26,Chelsea,1,1,Southampton,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1992-12-26,4.7,4.0,5.7,,,35.0,17.2,,1037.7,
2159,1993,23,1993-01-09,Chelsea,2,4,Manchester City,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-01-09,9.8,5.8,12.2,2.0,,218.0,21.0,,1014.3,
2160,1993,26,1993-01-30,Chelsea,0,2,Sheffield Weds,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-01-30,6.0,4.6,7.9,,,104.0,7.5,,1025.2,
2161,1993,28,1993-02-10,Chelsea,0,0,Liverpool,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-02-10,3.3,2.5,4.6,0.0,,116.0,8.4,,1030.9,
2162,1993,29,1993-02-13,Chelsea,0,1,Aston Villa,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-02-13,4.2,2.0,7.5,0.0,,88.0,6.4,,1035.0,
2163,1993,31,1993-03-01,Chelsea,1,0,Arsenal,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-03-01,2.5,0.3,4.4,,,22.0,19.1,,1015.5,
2164,1993,33,1993-03-10,Chelsea,2,1,Everton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-03-10,8.0,3.8,11.7,,,212.0,9.0,,1021.5,
2165,1993,35,1993-03-20,Chelsea,1,1,Tottenham,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-03-20,6.9,0.3,13.4,0.0,,,,,,
