,Season_End_Year,Wk,Date,Team,HomeGoals,AwayGoals,Away,FTR,FDCOUK,City,Stadium,Capacity,Latitude,Longitude,Country,stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2166,1993,37,1993-04-03,Chelsea,4,0,Middlesbrough,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-04-03,7.4,4.8,10.0,1.0,,152.0,15.9,,1010.1,
2167,1993,39,1993-04-12,Chelsea,4,2,Wimbledon,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-04-12,10.4,7.1,14.0,,,108.0,9.9,,1001.7,
2168,1993,41,1993-05-01,Chelsea,2,1,Coventry City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-05-01,14.0,,19.8,0.0,,,,,,
2169,1994,1,1993-08-14,Chelsea,1,2,Blackburn,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-08-14,18.4,13.2,23.3,0.0,,72.0,9.3,,1013.9,
2170,1994,4,1993-08-25,Chelsea,2,0,QPR,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-08-25,13.3,9.6,16.9,0.0,,294.0,10.8,,1021.4,
2171,1994,5,1993-08-28,Chelsea,1,1,Sheffield Weds,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-08-28,14.6,10.2,18.6,0.0,,351.0,8.4,,1026.5,
2172,1994,7,1993-09-11,Chelsea,1,0,Manchester Utd,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-09-11,13.7,8.2,17.4,,,,5.4,,1006.0,
2173,1994,9,1993-09-25,Chelsea,1,0,Liverpool,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-09-25,11.0,,13.4,1.0,,,,,,
2174,1994,11,1993-10-16,Chelsea,1,2,Norwich City,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-10-16,5.3,3.1,7.6,0.0,,37.0,9.5,,1021.7,
2175,1994,13,1993-10-30,Chelsea,0,1,Oldham Athletic,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-10-30,8.3,6.8,9.7,0.0,,,,,,
2176,1994,15,1993-11-20,Chelsea,0,2,Arsenal,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-11-20,1.7,-2.0,5.4,,,5.0,8.9,,,
2177,1994,16,1993-11-22,Chelsea,0,0,Manchester City,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-11-22,-1.5,-6.1,1.6,,,,4.3,,,
2178,1994,20,1993-12-11,Chelsea,1,1,Ipswich Town,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-12-11,4.4,2.6,7.2,0.0,,259.0,20.7,,1008.9,
2179,1994,23,1993-12-28,Chelsea,1,0,Newcastle Utd,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1993-12-28,4.2,1.5,6.6,4.6,,174.0,11.2,,1006.2,
2180,1994,25,1994-01-03,Chelsea,4,2,Everton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-01-03,7.0,5.5,8.3,,,194.0,18.6,,994.2,
2181,1994,27,1994-01-22,Chelsea,1,1,Aston Villa,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-01-22,9.4,7.3,10.8,,,235.0,15.2,,1026.4,
2182,1994,31,1994-02-27,Chelsea,4,3,Tottenham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-02-27,10.3,9.1,11.4,0.0,,189.0,14.5,,1000.0,
2183,1994,19,1994-03-16,Chelsea,2,0,Wimbledon,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-03-16,6.7,4.4,10.0,,,250.0,23.3,,1015.7,
2184,1994,35,1994-03-26,Chelsea,2,0,West Ham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-03-26,6.9,4.2,9.8,,,344.0,12.7,,1020.6,
2185,1994,36,1994-04-02,Chelsea,2,0,Southampton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-04-02,4.6,3.1,7.5,1.0,,271.0,16.0,,1005.1,
2186,1994,40,1994-04-23,Chelsea,1,1,Leeds United,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-04-23,13.1,9.9,16.1,5.1,,160.0,14.6,,1002.0,
2187,1994,38,1994-04-27,Chelsea,2,0,Swindon Town,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-04-27,13.9,11.2,17.9,0.5,,213.0,15.9,,1023.5,
2188,1994,33,1994-05-04,Chelsea,1,2,Coventry City,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-05-04,11.0,9.7,13.5,,,229.0,19.1,,1010.1,
2189,1994,42,1994-05-07,Chelsea,3,2,Sheffield Utd,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-05-07,12.3,10.6,13.6,4.1,,195.0,8.1,,1013.4,
2190,1995,1,1994-08-20,Chelsea,2,0,Norwich City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-08-20,16.4,10.8,21.5,0.0,,241.0,9.2,,1013.3,
2191,1995,4,1994-08-31,Chelsea,3,0,Manchester City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-08-31,15.3,13.2,18.2,0.5,,,9.9,,,
2192,1995,6,1994-09-18,Chelsea,1,2,Blackburn,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-09-18,11.6,10.1,12.9,0.0,,294.0,10.3,,1026.0,
2193,1995,8,1994-10-02,Chelsea,1,2,West Ham,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-10-02,13.5,11.8,15.5,,,,,,,
2194,1995,9,1994-10-08,Chelsea,4,0,Leicester City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-10-08,12.1,8.9,15.9,,,245.0,6.4,,1021.5,
2195,1995,11,1994-10-23,Chelsea,2,0,Ipswich Town,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-10-23,11.5,9.1,14.5,,,231.0,13.0,,989.5,
2196,1995,14,1994-11-06,Chelsea,2,2,Coventry City,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-11-06,10.3,,14.2,0.5,,,,,,
2197,1995,16,1994-11-26,Chelsea,0,1,Everton,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-11-26,11.7,10.0,12.7,0.0,,261.0,8.9,,1031.6,
2198,1995,19,1994-12-18,Chelsea,0,0,Liverpool,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-12-18,8.6,4.8,11.1,7.1,,221.0,17.7,,1008.6,
2199,1995,20,1994-12-26,Chelsea,2,3,Manchester Utd,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-12-26,8.1,5.6,11.3,1.5,,224.0,18.9,,1006.9,
2200,1995,22,1994-12-31,Chelsea,1,1,Wimbledon,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1994-12-31,4.7,2.3,6.6,,,258.0,18.8,,994.7,
2201,1995,24,1995-01-14,Chelsea,1,1,Sheffield Weds,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-01-14,8.2,6.6,9.7,0.0,,225.0,13.9,,1028.6,
2202,1995,26,1995-01-25,Chelsea,0,2,Nott'ham Forest,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-01-25,7.9,5.3,12.2,7.9,,122.0,13.7,,993.7,
2203,1995,28,1995-02-11,Chelsea,1,1,Tottenham,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-02-11,9.6,8.1,11.9,4.1,,207.0,18.0,,994.0,
2204,1995,32,1995-03-05,Chelsea,0,0,Crystal Palace,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-03-05,6.1,4.9,8.0,3.0,,239.0,14.4,,992.0,
2205,1995,34,1995-03-11,Chelsea,0,3,Leeds United,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-03-11,9.6,3.5,15.8,,,156.0,6.9,,1012.8,
2206,1995,36,1995-04-01,Chelsea,1,1,Newcastle Utd,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-04-01,14.1,9.6,19.6,0.0,,259.0,17.1,,1030.9,
2207,1995,30,1995-04-12,Chelsea,0,2,Southampton,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-04-12,11.3,7.9,14.4,0.0,,28.0,15.8,,1031.2,
2208,1995,38,1995-04-15,Chelsea,1,0,Aston Villa,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-04-15,9.8,7.6,12.9,,,344.0,14.7,,1025.8,
2209,1995,23,1995-04-29,Chelsea,1,0,QPR,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-04-29,9.8,8.1,11.5,,,69.0,14.8,,1015.9,
2210,1995,42,1995-05-14,Chelsea,2,1,Arsenal,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-05-14,9.1,5.3,12.3,0.0,,262.0,13.9,,1021.0,
2211,1996,1,1995-08-19,Chelsea,0,0,Everton,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-08-19,22.4,17.5,28.9,0.0,,15.0,12.9,,1018.8,
2212,1996,4,1995-08-30,Chelsea,2,2,Coventry City,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-08-30,16.7,10.3,21.8,0.0,,353.0,7.9,,,
2213,1996,6,1995-09-16,Chelsea,3,0,Southampton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-09-16,13.7,12.6,17.7,15.0,,12.0,14.3,,1008.2,
2214,1996,8,1995-09-30,Chelsea,1,0,Arsenal,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-09-30,12.7,9.5,15.7,,,142.0,8.8,,1015.7,
2215,1996,10,1995-10-21,Chelsea,1,4,Manchester Utd,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-10-21,8.9,3.2,14.7,,,77.0,5.7,,1029.1,
2216,1996,12,1995-11-04,Chelsea,0,0,Sheffield Weds,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-11-04,7.1,4.0,10.6,0.0,,33.0,12.7,,1032.2,
2217,1996,14,1995-11-22,Chelsea,3,2,Bolton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-11-22,9.9,5.9,12.7,0.0,,232.0,4.9,,,
2218,1996,15,1995-11-25,Chelsea,0,0,Tottenham,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-11-25,11.5,9.8,12.8,1.0,,171.0,14.0,,1001.0,
2219,1996,17,1995-12-09,Chelsea,1,0,Newcastle Utd,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-12-09,2.5,0.7,6.0,0.0,,37.0,11.3,,1034.2,
2220,1996,20,1995-12-26,Chelsea,1,2,Wimbledon,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-12-26,-0.1,-1.8,1.2,0.0,,304.0,14.8,,1007.9,
2221,1996,21,1995-12-30,Chelsea,2,2,Liverpool,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1995-12-30,0.6,-1.0,2.5,,,72.0,26.4,,998.0,
2222,1996,24,1996-01-20,Chelsea,1,0,Nott'ham Forest,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-01-20,3.6,1.6,6.8,0.0,,92.0,21.2,,1009.4,
2223,1996,25,1996-02-04,Chelsea,5,0,Middlesbrough,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-02-04,1.8,0.1,4.1,0.0,,48.0,10.9,,1020.8,
2224,1996,27,1996-02-17,Chelsea,1,2,West Ham,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-02-17,8.0,6.0,9.6,,,267.0,23.3,,1020.5,
2225,1996,30,1996-03-12,Chelsea,1,1,Manchester City,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-03-12,2.2,0.9,4.0,,,125.0,25.0,,1013.7,
2226,1996,32,1996-03-23,Chelsea,1,1,QPR,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-03-23,11.0,6.7,14.8,2.0,,,7.6,,1015.5,
2227,1996,34,1996-04-06,Chelsea,1,2,Aston Villa,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-04-06,5.6,2.2,8.3,,,13.0,12.9,,1018.3,
2228,1996,36,1996-04-13,Chelsea,4,1,Leeds United,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-04-13,5.9,1.3,10.4,,,,,,,
2229,1996,38,1996-05-05,Chelsea,2,3,Blackburn,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-05-05,7.5,1.2,12.1,0.0,,,4.0,,,
2230,1997,2,1996-08-21,Chelsea,1,0,Middlesbrough,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-08-21,18.5,12.7,24.7,0.0,,,,,,
2231,1997,3,1996-08-24,Chelsea,2,0,Coventry City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-08-24,15.9,14.4,18.5,,,220.0,17.7,,1004.2,
2232,1997,6,1996-09-15,Chelsea,1,1,Aston Villa,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-09-15,15.9,10.1,21.9,0.0,,197.0,7.1,,1024.9,
2233,1997,8,1996-09-28,Chelsea,1,1,Nott'ham Forest,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-09-28,14.1,9.9,18.8,,,228.0,17.7,,1019.7,
2234,1997,10,1996-10-19,Chelsea,2,4,Wimbledon,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-10-19,12.6,9.3,15.4,0.0,,246.0,19.4,,1016.0,
2235,1997,11,1996-10-26,Chelsea,3,1,Tottenham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-10-26,11.3,8.5,15.6,3.0,,209.0,13.5,,,
2236,1997,14,1996-11-23,Chelsea,1,1,Newcastle Utd,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-11-23,3.9,2.1,5.5,0.0,,282.0,15.6,,1013.6,
2237,1997,16,1996-12-07,Chelsea,2,2,Everton,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-12-07,3.6,0.6,5.3,,,357.0,3.4,,1025.5,
2238,1997,18,1996-12-21,Chelsea,3,1,West Ham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-12-21,3.4,2.7,4.1,0.0,,65.0,29.5,,1013.2,
2239,1997,20,1996-12-28,Chelsea,2,2,Sheffield Weds,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1996-12-28,0.4,-1.3,2.1,,,48.0,19.5,,1026.2,
2240,1997,21,1997-01-01,Chelsea,1,0,Liverpool,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-01-01,-2.5,-3.9,-1.7,0.0,,53.0,26.7,,1023.1,
2241,1997,23,1997-01-18,Chelsea,3,1,Derby County,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-01-18,7.0,4.8,8.2,,,174.0,12.5,,1014.3,
2242,1997,27,1997-02-22,Chelsea,1,1,Manchester Utd,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-02-22,9.1,7.5,10.7,,,212.0,19.0,,1023.2,
2243,1997,29,1997-03-05,Chelsea,1,1,Blackburn,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-03-05,9.0,7.4,11.9,0.0,,219.0,13.1,,1024.1,
2244,1997,31,1997-03-16,Chelsea,6,2,Sunderland,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-03-16,11.7,9.6,15.0,0.0,,266.0,15.6,,1027.0,
2245,1997,24,1997-03-19,Chelsea,1,0,Southampton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-03-19,9.4,7.5,12.6,0.3,,309.0,19.6,,1011.8,
2246,1997,33,1997-04-05,Chelsea,0,3,Arsenal,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-04-05,12.2,8.7,17.4,,,,,,,
2247,1997,35,1997-04-19,Chelsea,2,1,Leicester City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-04-19,6.8,5.3,8.7,0.0,,40.0,19.4,,1019.7,
2248,1997,37,1997-05-03,Chelsea,0,0,Leeds United,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-05-03,16.9,10.2,25.4,,,,7.5,,1015.5,
2249,1998,5,1997-08-30,Chelsea,4,2,Southampton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-08-30,16.9,14.8,20.2,5.6,,220.0,11.6,,1009.7,
2250,1998,7,1997-09-21,Chelsea,2,3,Arsenal,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-09-21,13.4,9.2,18.3,0.0,,69.0,13.8,,1026.2,
2251,1998,9,1997-09-27,Chelsea,1,0,Newcastle Utd,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-09-27,15.4,13.2,18.3,0.0,,67.0,13.2,,1019.4,
2252,1998,11,1997-10-18,Chelsea,1,0,Leicester City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-10-18,16.6,12.8,22.0,0.0,,128.0,7.4,,1016.9,
2253,1998,14,1997-11-09,Chelsea,2,1,West Ham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-11-09,8.0,7.0,10.1,1.0,,194.0,13.8,,985.5,
2254,1998,2,1997-11-26,Chelsea,2,0,Everton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-11-26,9.8,8.5,11.6,,,,,,,
2255,1998,16,1997-11-29,Chelsea,4,0,Derby County,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-11-29,9.3,,11.8,,,,,,,
2256,1998,18,1997-12-13,Chelsea,0,0,Leeds United,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-12-13,6.0,3.4,8.1,0.0,,254.0,9.9,,1031.2,
2257,1998,20,1997-12-26,Chelsea,1,1,Wimbledon,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1997-12-26,7.5,,9.3,3.0,,,,,,
2258,1998,22,1998-01-10,Chelsea,3,1,Coventry City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-01-10,9.3,6.8,12.8,0.0,,,,,,
2259,1998,24,1998-01-31,Chelsea,2,0,Barnsley,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-01-31,4.1,,6.2,,,,,,,
2260,1998,28,1998-02-28,Chelsea,0,1,Manchester Utd,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-02-28,4.7,1.5,8.0,2.0,,272.0,23.5,,,
2261,1998,29,1998-03-08,Chelsea,0,1,Aston Villa,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-03-08,7.3,2.6,10.0,5.1,,336.0,13.7,,1010.6,
2262,1998,26,1998-03-11,Chelsea,6,2,Crystal Palace,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-03-11,7.2,5.0,8.4,5.1,,314.0,18.5,,1013.3,
2263,1998,33,1998-04-11,Chelsea,2,0,Tottenham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-04-11,5.6,3.5,7.5,1.0,,343.0,13.4,,999.9,
2264,1998,35,1998-04-19,Chelsea,1,0,Sheffield Weds,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-04-19,9.2,7.0,13.1,5.1,,163.0,9.1,,1006.1,
2265,1998,36,1998-04-25,Chelsea,4,1,Liverpool,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-04-25,11.4,,16.4,6.1,,,,,,
2266,1998,31,1998-04-29,Chelsea,0,1,Blackburn,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-04-29,11.3,5.7,15.9,,,,,,,
2267,1998,38,1998-05-10,Chelsea,2,0,Bolton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-05-10,16.6,12.1,22.7,0.0,,,,,,
2268,1999,2,1998-08-22,Chelsea,1,1,Newcastle Utd,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-08-22,15.8,13.3,19.0,0.0,,278.0,15.6,,1010.9,
2269,1999,4,1998-09-09,Chelsea,0,0,Arsenal,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-09-09,18.1,16.2,20.4,2.0,,214.0,22.3,,996.2,
2270,1999,5,1998-09-12,Chelsea,2,1,Nott'ham Forest,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-09-12,10.7,8.6,13.0,,,269.0,14.1,,998.3,
2271,1999,7,1998-09-26,Chelsea,2,0,Middlesbrough,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-09-26,17.4,14.9,21.2,1.0,,110.0,5.6,,1000.9,
2272,1999,9,1998-10-17,Chelsea,2,1,Charlton Ath,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-10-17,12.1,8.2,14.8,10.9,,252.0,23.8,,1001.1,
2273,1999,13,1998-11-14,Chelsea,3,0,Wimbledon,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-11-14,6.0,,8.6,9.9,,,,,,
2274,1999,15,1998-11-28,Chelsea,1,1,Sheffield Weds,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-11-28,8.4,1.8,11.5,3.0,,,8.1,,,
2275,1999,11,1998-12-09,Chelsea,2,1,Aston Villa,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-12-09,10.4,9.5,12.2,0.0,,181.0,6.7,,1019.5,
2276,1999,18,1998-12-19,Chelsea,2,0,Tottenham,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-12-19,6.4,5.5,7.7,,,269.0,15.1,,1011.8,
2277,1999,20,1998-12-29,Chelsea,0,0,Manchester Utd,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1998-12-29,5.9,1.3,,0.0,,,,,,
2278,1999,22,1999-01-16,Chelsea,2,1,Coventry City,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-01-16,7.6,5.3,11.2,7.6,,216.0,20.9,,995.7,
2279,1999,24,1999-02-06,Chelsea,1,0,Southampton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-02-06,6.6,5.3,7.9,0.8,,284.0,19.6,,1014.0,
2280,1999,25,1999-02-17,Chelsea,1,1,Blackburn,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-02-17,6.4,3.7,9.4,1.5,,,,,,
2281,1999,27,1999-02-27,Chelsea,2,1,Liverpool,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-02-27,8.4,6.5,10.2,5.8,,244.0,16.2,,1008.3,
2282,1999,29,1999-03-13,Chelsea,0,1,West Ham,A,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-03-13,10.4,7.9,13.5,3.8,,242.0,9.9,,,
2283,1999,34,1999-04-18,Chelsea,2,2,Leicester City,D,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-04-18,7.3,5.0,11.3,0.5,,300.0,10.1,,1014.3,
2284,1999,36,1999-05-01,Chelsea,3,1,Everton,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-05-01,15.4,9.8,21.3,0.0,,118.0,8.3,,1017.6,
2285,1999,32,1999-05-05,Chelsea,1,0,Leeds United,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-05-05,12.7,10.1,17.7,0.0,,68.0,15.7,,1010.3,
2286,1999,38,1999-05-16,Chelsea,2,1,Derby County,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-05-16,11.6,8.2,14.5,0.0,,63.0,11.0,,1022.2,
2287,2000,1,1999-08-07,Chelsea,4,0,Sunderland,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-08-07,18.6,16.9,22.2,6.1,,4.0,7.2,,1003.9,
2288,2000,4,1999-08-21,Chelsea,1,0,Aston Villa,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-08-21,14.5,10.4,19.2,0.0,,53.0,11.1,,1025.2,
2289,2000,7,1999-09-11,Chelsea,1,0,Newcastle Utd,H,Chelsea,London,Stamford Bridge,42449,51.481667,-0.191111,England,Stamford Bridge,1999-09-11,22.6,17.4,28.7,,,138.0,10.7,,1015.6,
